,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
838,807,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25-296,1998,18.2,7,59,24,40.7,3.25,1.32,0.10,0.25,20.8,10,1,1,6.8,6.0,0.10,+0.2,0.0,Matches
839,808,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,22-125,2001,0.8,0,4,1,25.0,5.29,1.32,0.00,0.00,19.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
840,809,Abdessamad Ezzalzouli,ma MAR,FW,Betis,es La Liga,22-125,2001,7.7,1,23,4,17.4,3.00,0.52,0.04,0.25,17.6,0,0,0,1.0,1.0,0.04,0.0,0.0,Matches
841,810,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,21-097,2003,9.9,5,25,9,36.0,2.54,0.91,0.20,0.56,14.2,0,0,0,3.9,3.9,0.16,+1.1,+1.1,Matches
842,811,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39-002,1985,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
843,812,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23-068,2001,3.8,0,5,2,40.0,1.33,0.53,0.00,0.00,19.6,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
844,813,Romain Faivre,fr FRA,"FW,MF",Bournemouth,eng Premier League,25-281,1998,0.4,0,2,0,0.0,4.62,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
845,814,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-281,1998,16.1,5,27,10,37.0,1.67,0.62,0.19,0.50,19.0,1,0,0,2.8,2.8,0.10,+2.2,+2.2,Matches
846,815,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,38-070,1986,2.7,1,9,4,44.4,3.35,1.49,0.00,0.00,14.3,0,1,1,2.1,1.4,0.15,-1.1,-1.4,Matches
847,816,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29-008,1995,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
848,817,Fali,es ESP,DF,Cádiz,es La Liga,30-252,1993,22.3,0,9,2,22.2,0.40,0.09,0.00,0.00,16.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
849,818,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32-178,1991,6.7,0,7,1,14.3,1.05,0.15,0.00,0.00,17.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
850,819,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,32-178,1991,3.2,0,3,1,33.3,0.94,0.31,0.00,0.00,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
851,820,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,21-172,2002,5.6,2,25,11,44.0,4.46,1.96,0.08,0.18,14.6,0,0,0,3.4,3.4,0.14,-1.4,-1.4,Matches
852,821,Ansu Fati,es ESP,"MF,FW",Barcelona,es La Liga,21-172,2002,0.6,0,7,1,14.3,12.60,1.80,0.00,0.00,18.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
853,822,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19-316,2004,9.6,2,13,5,38.5,1.35,0.52,0.15,0.40,17.6,0,0,0,1.5,1.5,0.12,+0.5,+0.5,Matches
854,823,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,37-034,1987,10.3,1,5,2,40.0,0.49,0.19,0.20,0.50,12.4,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
855,824,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21-035,2003,10.5,1,18,4,22.2,1.71,0.38,0.06,0.25,20.7,2,0,0,1.0,1.0,0.06,0.0,0.0,Matches
856,825,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,30-277,1993,8.4,1,22,4,18.2,2.62,0.48,0.05,0.25,19.0,5,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
857,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
858,826,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,34-340,1989,4.2,0,3,0,0.0,0.72,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
859,827,Luiz Felipe,it ITA,DF,Betis,es La Liga,27-029,1997,4.0,0,2,0,0.0,0.50,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
860,828,João Félix,pt POR,FW,Barcelona,es La Liga,24-162,1999,15.6,7,51,21,41.2,3.28,1.35,0.14,0.33,16.0,1,0,0,7.6,7.6,0.15,-0.6,-0.6,Matches
861,829,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,26-224,1997,28.5,2,12,3,25.0,0.42,0.11,0.17,0.67,8.6,0,0,0,1.4,1.4,0.12,+0.6,+0.6,Matches
862,830,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33-078,1991,11.6,0,1,0,0.0,0.09,0.00,0.00,,51.1,1,0,0,0.0,0.0,0.01,0.0,0.0,Matches
863,831,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19-184,2004,15.2,6,33,20,60.6,2.17,1.32,0.18,0.30,15.5,0,0,0,4.6,4.6,0.14,+1.4,+1.4,Matches
864,832,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24-240,1999,30.1,6,60,20,33.3,1.99,0.66,0.10,0.30,16.0,0,0,0,5.4,5.4,0.09,+0.6,+0.6,Matches
865,833,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,29-225,1994,31.0,8,80,30,37.5,2.58,0.97,0.06,0.17,22.6,11,3,4,8.9,5.8,0.07,-0.9,-0.8,Matches
866,834,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,28-005,1996,13.0,0,15,0,0.0,1.15,0.00,0.00,,26.8,3,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
867,835,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32-353,1991,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
868,836,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,31-188,1992,11.4,0,6,1,16.7,0.53,0.09,0.00,0.00,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
869,837,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27-334,1996,4.5,2,8,3,37.5,1.76,0.66,0.13,0.33,15.1,0,1,1,1.5,0.7,0.09,+0.5,+0.3,Matches
870,838,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23-094,2001,23.8,3,44,13,29.5,1.85,0.55,0.05,0.15,21.4,2,1,2,6.1,4.5,0.10,-3.1,-2.5,Matches
871,839,Raúl Fernández,es ESP,GK,Granada,es La Liga,36-038,1988,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
872,840,Valery Fernández,es ESP,"MF,FW",Girona,es La Liga,24-149,1999,5.1,2,5,2,40.0,0.98,0.39,0.40,1.00,18.9,0,0,0,0.7,0.7,0.14,+1.3,+1.3,Matches
873,841,Fernando,es ESP,GK,Almería,es La Liga,33-315,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
874,842,Fernando,br BRA,MF,Sevilla,es La Liga,36-270,1987,5.1,0,1,0,0.0,0.20,0.00,0.00,,16.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
875,843,Ichem Ferrah,fr FRA,FW,Lille,fr Ligue 1,18-210,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
876,844,André Ferreira,pt POR,GK,Granada,es La Liga,27-327,1996,14.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
877,845,João Ferreira,pt POR,DF,Udinese,it Serie A,23-029,2001,18.1,0,3,0,0.0,0.17,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
878,846,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32-039,1992,21.7,1,8,1,12.5,0.37,0.05,0.13,1.00,21.4,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
879,847,Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,de Bundesliga,19-198,2004,0.7,1,3,1,33.3,4.35,1.45,0.33,1.00,16.3,0,0,0,0.7,0.7,0.24,+0.3,+0.3,Matches
880,848,Rachad Fettal,ma MAR,FW,Almería,es La Liga,19-095,2005,0.2,0,1,0,0.0,5.29,0.00,0.00,,8.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
881,849,Seydou Fini,it ITA,"DF,FW",Genoa,it Serie A,17-323,2006,0.4,0,2,0,0.0,5.14,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
882,850,Max Finkgräfe,de GER,"DF,FW",Köln,de Bundesliga,20-024,2004,15.5,1,10,3,30.0,0.64,0.19,0.10,0.33,22.0,2,0,0,1.0,1.0,0.10,0.0,0.0,Matches
883,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
884,851,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23-191,2000,0.9,0,2,0,0.0,2.20,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
885,852,John Fleck,sct SCO,"MF,DF",Sheffield Utd,eng Premier League,32-240,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
886,853,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30-312,1993,31.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
887,854,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,33-040,1991,15.3,0,24,8,33.3,1.57,0.52,0.00,0.00,25.8,3,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
888,855,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23-328,2000,27.2,14,90,38,42.2,3.31,1.40,0.16,0.37,18.4,2,0,0,9.0,9.0,0.10,+5.0,+5.0,Matches
889,856,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,33-097,1991,24.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
890,857,Malick Fofana,be BEL,"FW,DF",Lyon,fr Ligue 1,19-020,2005,4.3,1,6,4,66.7,1.41,0.94,0.17,0.25,15.2,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
891,858,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,25-101,1999,24.8,2,40,8,20.0,1.61,0.32,0.05,0.25,19.7,0,0,0,4.1,4.1,0.11,-2.1,-2.1,Matches
892,859,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28-085,1996,26.3,0,10,0,0.0,0.38,0.00,0.00,,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
893,860,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,29-208,1994,19.6,0,3,0,0.0,0.15,0.00,0.00,,15.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
894,861,Michael Folorunsho,it ITA,"MF,FW",Hellas Verona,it Serie A,26-073,1998,27.1,4,40,12,30.0,1.47,0.44,0.10,0.33,20.0,0,0,0,3.0,3.0,0.08,+1.0,+1.0,Matches
895,862,Tiago Fonseca Morais,pt POR,FW,Lille,fr Ligue 1,20-230,2003,0.5,0,1,0,0.0,2.09,0.00,0.00,,13.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4,Matches
896,863,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,28-058,1996,4.7,0,7,3,42.9,1.48,0.63,0.00,0.00,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
897,864,Pablo Fornals,es ESP,"FW,MF",Betis,es La Liga,28-058,1996,7.9,1,9,2,22.2,1.14,0.25,0.11,0.50,19.6,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
898,865,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,32-180,1991,5.2,2,11,4,36.4,2.13,0.78,0.18,0.50,22.5,1,0,1,1.4,0.6,0.05,+0.6,+1.4,Matches
899,866,Omari Forson,eng ENG,FW,Manchester Utd,eng Premier League,19-275,2004,0.7,0,1,0,0.0,1.36,0.00,0.00,,21.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
900,867,Philipp Förster,de GER,"MF,FW",Bochum,de Bundesliga,29-076,1995,4.2,0,6,1,16.7,1.42,0.24,0.00,0.00,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
901,868,Héctor Fort,es ESP,DF,Barcelona,es La Liga,17-262,2006,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
902,869,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,23-230,2000,16.3,4,23,10,43.5,1.41,0.61,0.17,0.40,15.4,0,0,0,2.6,2.6,0.12,+1.4,+1.4,Matches
903,870,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,31-028,1993,17.4,0,7,1,14.3,0.40,0.06,0.00,0.00,16.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
904,871,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26-099,1998,11.8,1,6,2,33.3,0.51,0.17,0.17,0.50,12.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
905,872,Matheus França,br BRA,"MF,FW",Crystal Palace,eng Premier League,20-019,2004,2.6,0,8,2,25.0,3.10,0.78,0.00,0.00,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
906,873,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,24-097,2000,13.7,0,4,0,0.0,0.29,0.00,0.00,,18.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
907,874,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29-008,1995,20.3,3,24,7,29.2,1.18,0.34,0.08,0.29,22.9,2,1,2,2.9,1.3,0.05,+0.1,+0.7,Matches
908,875,Nathan Fraser,ie IRL,FW,Wolves,eng Premier League,19-058,2005,2.1,0,3,2,66.7,1.46,0.97,0.00,0.00,16.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
909,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
910,876,Davide Frattesi,it ITA,MF,Inter,it Serie A,24-181,1999,7.4,5,23,9,39.1,3.11,1.22,0.22,0.56,11.8,0,0,0,5.3,5.3,0.23,-0.3,-0.3,Matches
911,877,Jean Frederic N'Guessan,ci CIV,"MF,FW",Metz,fr Ligue 1,21-003,2003,1.2,0,3,1,33.3,2.45,0.82,0.00,0.00,28.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
912,878,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23-013,2001,30.0,1,23,3,13.0,0.77,0.10,0.04,0.33,19.1,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
913,879,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32-005,1992,24.4,1,12,3,25.0,0.49,0.12,0.08,0.33,17.4,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
914,880,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26-035,1998,19.4,0,5,0,0.0,0.26,0.00,0.00,,28.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
915,881,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,28-129,1995,12.9,0,10,1,10.0,0.78,0.08,0.00,0.00,15.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
916,882,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,23-132,2000,21.9,8,49,20,40.8,2.24,0.91,0.16,0.40,13.8,0,0,0,7.1,7.1,0.14,+0.9,+0.9,Matches
917,883,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27-060,1997,12.5,1,20,7,35.0,1.60,0.56,0.05,0.14,18.1,0,0,0,2.0,2.0,0.10,-1.0,-1.0,Matches
918,884,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,26-102,1998,24.9,7,44,19,43.2,1.76,0.76,0.16,0.37,17.5,2,0,1,6.1,5.3,0.12,+0.9,+1.7,Matches
919,885,Shiō Fukuda,jp JPN,"MF,FW",M'Gladbach,de Bundesliga,20-012,2004,0.3,0,1,0,0.0,3.75,0.00,0.00,,8.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
920,886,Angelo Fulgini,fr FRA,MF,Lens,fr Ligue 1,27-244,1996,11.4,0,32,6,18.8,2.82,0.53,0.00,0.00,19.6,6,0,0,2.2,2.2,0.07,-2.2,-2.2,Matches
921,887,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,31-071,1993,2.0,0,5,1,20.0,2.50,0.50,0.00,0.00,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
922,888,Niclas Füllkrug,de GER,FW,Dortmund,de Bundesliga,31-071,1993,21.9,11,46,21,45.7,2.10,0.96,0.17,0.38,12.7,0,3,3,11.0,8.7,0.19,0.0,-0.7,Matches
923,889,Matteo Gabbia,it ITA,DF,Milan,it Serie A,24-182,1999,10.0,1,6,2,33.3,0.60,0.20,0.17,0.50,14.3,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
924,890,Matteo Gabbia,it ITA,DF,Villarreal,es La Liga,24-182,1999,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
925,891,Gianluca Gaetano,it ITA,"FW,MF",Cagliari,it Serie A,23-351,2000,6.1,4,10,5,50.0,1.65,0.82,0.30,0.60,23.2,0,1,1,1.2,0.4,0.04,+2.8,+2.6,Matches
926,892,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,23-351,2000,1.8,1,9,4,44.4,5.03,2.24,0.11,0.25,22.2,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
927,893,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,30-013,1994,23.6,1,32,8,25.0,1.35,0.34,0.03,0.13,18.2,1,0,0,2.7,2.7,0.08,-1.7,-1.7,Matches
928,894,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,24-349,1999,13.7,6,45,17,37.8,3.29,1.24,0.13,0.35,15.9,0,0,0,6.3,6.3,0.14,-0.3,-0.3,Matches
929,895,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29-153,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
930,896,Javi Galán,es ESP,DF,Real Sociedad,es La Liga,29-153,1994,8.1,0,3,1,33.3,0.37,0.12,0.00,0.00,20.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
931,897,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30-258,1993,20.5,1,9,2,22.2,0.44,0.10,0.11,0.50,25.0,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
932,898,Pablo Galdames Millán,cl CHI,"MF,DF",Genoa,it Serie A,27-112,1996,0.1,0,1,1,100.0,8.18,8.18,0.00,0.00,14.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
933,899,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,24-074,2000,27.9,3,40,14,35.0,1.43,0.50,0.08,0.21,21.0,0,0,0,3.0,3.0,0.07,0.0,0.0,Matches
934,900,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24-106,2000,22.0,0,9,1,11.1,0.41,0.05,0.00,0.00,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
935,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
936,901,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,34-179,1989,13.0,0,6,1,16.7,0.46,0.08,0.00,0.00,31.2,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
937,902,Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,36-347,1987,13.6,4,25,9,36.0,1.83,0.66,0.08,0.22,19.9,1,2,2,3.3,1.7,0.07,+0.7,+0.3,Matches
938,903,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34-207,1989,15.4,1,20,3,15.0,1.30,0.20,0.05,0.33,22.2,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
939,904,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,25-064,1999,2.0,0,6,0,0.0,2.93,0.00,0.00,,10.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
940,905,Aleix García,es ESP,MF,Girona,es La Liga,26-297,1997,29.3,3,34,11,32.4,1.16,0.37,0.09,0.27,26.6,7,0,0,1.6,1.6,0.05,+1.4,+1.4,Matches
941,906,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31-176,1992,22.7,6,32,13,40.6,1.41,0.57,0.19,0.46,16.8,0,0,0,4.2,4.2,0.13,+1.8,+1.8,Matches
942,907,Dani García,es ESP,MF,Athletic Club,es La Liga,33-332,1990,6.3,1,6,3,50.0,0.95,0.48,0.17,0.33,13.6,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
943,908,David García,es ESP,DF,Osasuna,es La Liga,30-066,1994,25.7,0,15,2,13.3,0.58,0.08,0.00,0.00,9.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
944,909,Eric García,es ESP,DF,Barcelona,es La Liga,23-102,2001,0.6,0,1,0,0.0,1.58,0.00,0.00,,11.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
945,910,Eric García,es ESP,DF,Girona,es La Liga,23-102,2001,22.6,2,11,3,27.3,0.49,0.13,0.18,0.67,10.1,0,0,0,2.2,2.2,0.20,-0.2,-0.2,Matches
946,911,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,24-250,1999,11.5,0,7,0,0.0,0.61,0.00,0.00,,20.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
947,912,Francisco Jesús Crespo García,es ESP,FW,Las Palmas,es La Liga,27-266,1996,5.4,2,15,8,53.3,2.77,1.48,0.13,0.25,22.2,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches
948,913,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,20-027,2004,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,19.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
949,914,Jastin García,es ESP,"FW,MF",Girona,es La Liga,20-096,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
950,915,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,37-284,1986,2.4,0,6,0,0.0,2.48,0.00,0.00,,17.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
951,916,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,30-281,1993,12.4,2,17,7,41.2,1.37,0.56,0.12,0.29,17.6,2,0,0,1.4,1.4,0.08,+0.6,+0.6,Matches
952,917,Santiago García,,FW,Getafe,es La Liga,22-235,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
953,918,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,28-100,1996,5.3,0,10,5,50.0,1.89,0.94,0.00,0.00,23.6,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
954,919,Unai García,es ESP,DF,Osasuna,es La Liga,32-077,1992,5.9,1,2,1,50.0,0.34,0.17,0.50,1.00,14.4,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
955,920,Alejandro Garnacho,ar ARG,FW,Manchester Utd,eng Premier League,19-294,2004,22.6,7,74,19,25.7,3.28,0.84,0.09,0.37,15.7,0,0,0,6.5,6.4,0.09,+0.5,+0.6,Matches
956,921,James Garner,eng ENG,MF,Everton,eng Premier League,23-038,2001,28.5,1,33,10,30.3,1.16,0.35,0.03,0.10,22.3,4,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
957,922,Luca Garritano,it ITA,"MF,DF",Frosinone,it Serie A,30-069,1994,5.4,0,12,3,25.0,2.23,0.56,0.00,0.00,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
958,923,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,36-086,1988,20.7,0,10,5,50.0,0.48,0.24,0.00,0.00,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
959,924,Federico Gatti,it ITA,DF,Juventus,it Serie A,25-301,1998,25.7,4,29,7,24.1,1.13,0.27,0.14,0.57,13.4,0,0,0,4.8,4.8,0.17,-0.8,-0.8,Matches
960,925,Federico Gattoni,ar ARG,"DF,FW",Sevilla,es La Liga,25-064,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
961,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
962,926,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,19-259,2004,10.5,1,9,4,44.4,0.86,0.38,0.11,0.25,15.2,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
963,927,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32-109,1992,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
964,928,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,23-097,2001,9.4,1,17,5,29.4,1.81,0.53,0.06,0.20,16.6,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
965,929,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,25-315,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
966,930,Gelabert,es ESP,"MF,FW",Toulouse,fr Ligue 1,23-172,2000,8.4,1,14,4,28.6,1.67,0.48,0.07,0.25,20.1,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
967,931,Francesco Gelli,it ITA,"MF,DF",Frosinone,it Serie A,27-188,1996,16.3,0,8,3,37.5,0.49,0.18,0.00,0.00,16.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
